question,language,domain,difficulty
Which of the following is the same strength as Adrenaline 1 in 1000? Choose one answer from the following:,English,clinical_knowledge,hard
真理与谬误之间的相互关系是,Chinese,marxist_theory,hard
"A caterer owned a summer cottage on the lake. In order to facilitate the access to the cottage, which is located on a knoll above the lake, the caterer entered into an agreement with a neighbor, an adjoining land owner, whereby the neighbor, in writing, granted the caterer a right-of-way over a strip of land 30 feet in width and a quarter of a mile in length along the eastern margin of the neighbor's property. Without notifying the neighbor, the caterer proceeded with his plan to improve the roadbed by having the road asphalted in order to make it more accessible for motor vehicle traffic. Several years later, the neighbor started a sand business, which required him to do heavy hauling that subsequently destroyed the asphalted surface on the road. In an action by the caterer to enjoin the neighbor's use of the road in transporting sand, the court will most likely",English,professional_law,hard
The following information pertains to Baxter Co: Inventory at beginning of year $200000 Inventory at year end $300000 Cost of goods sold during the year $500000 What was Baxter's inventory turnover for the year?,English,professional_accounting,hard
测定尺度的数值不仅表示测定对象所具有的量的多少，还表示它们大小的程度，即间隔的大小，这种测定尺度是,Chinese,marketing,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave away my beer, to a stranger, for one dollar. Scenario 2 | I said that Coach Smith told a joke.",English,moral_scenarios,hard
50m跑是国际上通用的测试项目，用来测定,Chinese,sports_science,hard
一夫一妻制从一开始就只是针对,Chinese,human_sexuality,hard
" Huemer worries that the employment of a ""war"" metaphor when describing government policies about drug use",English,moral_disputes,hard
"In their study of depression, Brown & Harris (1978) found that:",English,sociology,hard
两个天体之间万有引力的大小，与它们的质量,Chinese,astronomy,hard
Which of the following statements best describes the characteristics of a weak state?,English,security_studies,hard
《中华人民共和国民族区域自治法》颁布于,Chinese,ethnology,hard
110个梅西叶天体中，半数以上是,Chinese,astronomy,hard
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",English,conceptual_physics,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew there was not enough food to go around, so I insisted on being the last in line. Scenario 2 | I spent the grocery money on needed food items.",English,moral_scenarios,hard
What is the last letter of the Greek alphabet?,English,miscellaneous,hard
下列句子中成语使用不恰当的一项是,Chinese,modern_chinese,hard
社会主义的根本任务是,Chinese,marxist_theory,hard
孟子发扬孔子开创的儒学，主张涵养“浩然之气”，倡导“富贵不能淫，贫贱不能移，威武不能屈”，对后世影响极大。孟子这些言论所强调的是,Chinese,chinese_history,hard
（）是衡量军队指挥自动化的一个重要指标。,Chinese,security_study,hard
在铁减少期，生化指标出现,Chinese,nutrition,hard
"In the fetus, the ductus arteriosus passes blood from the",English,anatomy,hard
在A·B·卡罗尔设计的金字塔型社会责任模型中，第三层是,Chinese,business_ethics,hard
教学工作的中心环节是,Chinese,education,hard
以下彗星中，2017年回归近日点的是,Chinese,astronomy,hard
What is the difference between conciliation and mediation?,English,international_law,hard
下列哪一项不是周作人的散文集,Chinese,chinese_literature,hard
"Which of the following statements about the metabolic demand for amino acids is correct?
",English,nutrition,hard
"A woman owned land in fee simple absolute. The woman conveyed the land to a friend ""for life,"" and when the friend died the land was to go to the woman's neighbor ""and her heirs."" The neighbor died and in her duly probated will devised her entire estate to a local charity. If she had died intestate, her daughter would have been her only heir. One year after the neighbor died, her daughter executed a quitclaim deed conveying any interest she might have in the land to the woman's friend. The common law Rule Against Perpetuities is unmodified in the jurisdiction. There are no other applicable statutes. Who has what interest in the land?",English,professional_law,hard
流域中大量毁林开荒后，流域的洪水流量一般比毁林开荒前[ ],Chinese,college_engineering_hydrology,hard
"A company president is concerned about the low motivation and satisfaction of her employees and, as a result, institutes a wage and bonus (financial) incentive program for all employees. Six months later, the president finds that her efforts have not increased the employees' job motivation or satisfaction. This result is best predicted by which of the following theories?",English,professional_psychology,hard
腕舟状骨骨折后发生的并发症是,Chinese,professional_medicine,hard
What colors are the two circles in the MasterCard logo?,English,miscellaneous,hard
下列符合结核性胸膜炎伴右侧大量胸腔积液的是,Chinese,professional_medicine,hard
凡法律未规定的行为规范而规定参照、援用其他法律条文或其他法律，这种规则是,Chinese,jurisprudence,hard
中国传统认为开门七件事中不包括什么,Chinese,chinese_food_culture,hard
"When does a buffer overflow occur, generally speaking?",English,computer_security,hard
"A farm and an orchard are adjoining tracts of land located in a county. In 2006, a farmer purchased the farm, a 10-acre tract, in fee simple absolute. The orchard, a 20-acre tract situated to the north of the farm, was owned by a rancher in fee simple absolute. A remote predecessor of the farmer had granted to a shepherd a way for egress and ingress across the farm under such terms and circumstances that an easement appurtenant to the orchard was created. This right-of-way was executed by deed and properly recorded. The shepherd, however, never made any actual use of the right-of-way. In 2010, the rancher conveyed the orchard to the farmer. The next year, the farmer conveyed the orchard by deed to an investor for a consideration of $250,000, receipt of which was acknowledged. Neither the rancher farmer deed nor the farmer  investor deed contained any reference to the easement for right-of-way. The investor has now claimed that she has a right-of-way across the farm. The farmer, on the other hand, has informed the investor that no such easement exists. Assume that both the farm and the orchard abut a public highway and that ingress and egress are afforded the investor by that highway. In an appropriate action by the investor to determine her right to use the right-of-way across the farm, she should",English,professional_law,hard
